Longitude,Latitude,llsgrd,SILO_Jan,SILO_Feb,SILO_Mar,SILO_Apr,SILO_May,SILO_June,SILO_July,SILO_Aug,SILO_Sep,SILO_Oct,SILO_Nov,SILO_Dec
146.1434647,-29.9443736,8,105.3,116.2,75.2,121.7,77.7,41.1,31.5,15.7,23.4,27.5,79.6,124.6
146.1596635,-33.7758423,10,48.6,77.8,52.3,27.2,26.5,35.4,36.1,24.7,31.4,39.1,44.9,137.1
146.1600492,-30.4596106,8,90.4,149.1,44.1,106,77.6,52.7,40.6,18.3,29.1,26.6,72.5,140.9
146.1615919,-29.440263,8,158.5,84.2,82.5,119.7,82.2,33.5,26.2,19.1,22.1,32.2,85.7,85.4
146.1642917,-30.4724487,8,90.4,149.1,44.1,106,77.6,52.7,40.6,18.3,29.1,26.6,72.5,140.9
146.1650631,-29.4693628,8,158.5,84.2,82.5,119.7,82.2,33.5,26.2,19.1,22.1,32.2,85.7,85.4
146.1669915,-33.3607428,9,56.8,67,34.3,28.8,19.7,35.5,43.6,23.8,33.3,31,49.1,319.9
146.1696913,-32.1516762,8,43.1,121.8,56.7,36.3,29.6,55.9,28.5,19.3,25.7,39.6,57.3,244.3
146.1708484,-30.3828671,8,89.4,153.1,46.6,107.6,77,51.1,39.4,17.9,28.3,26.7,74,140.6
146.1708484,-33.7992362,10,48.6,77.8,52.3,27.2,26.5,35.4,36.1,24.7,31.4,39.1,44.9,137.1
146.1781764,-30.6504708,8,94.9,131,36.7,97.1,74.5,56,42.4,19.2,29.9,25.2,65,147
146.1797192,-31.0912466,8,98.1,85.8,32.9,73.5,57.3,56.8,33.7,22.8,25.1,21.7,72.2,218.1
146.1801049,-33.141924,8,60.5,57.8,29.8,29.8,19.9,37,42.2,24.4,34.5,34,50.3,264.7
146.1843474,-32.5202732,8,55.9,90.8,53.9,35.7,29,49,32.9,26,27,38.7,54.4,192.9
146.1843474,-32.2906133,8,49.7,113,60.6,34.5,29.2,54.4,28.4,21.8,24,40.3,58,205.9
146.1851188,-30.9257774,8,97.4,98.1,31.9,81,62.7,55.9,36.9,21,27.1,22.2,64,179.6
146.1909041,-29.5792001,8,139.1,87.1,80.2,117.9,79.9,35.5,26.5,17,21.8,30.1,82.6,92.8
146.197075,-30.7109526,8,96.8,125.7,36.2,96.3,73.6,56.9,42.6,19.7,30.3,25,64.9,150.2
146.202089,-29.8425244,8,113.7,105.5,77.8,118.6,76.5,41,29.7,15.2,22.2,27.3,78.7,114.5
146.2040174,-32.2050257,8,46,122.9,58.9,36.5,29.6,54.6,28.4,20.5,25.4,40.7,57.5,221.2
146.2051744,-34.8362719,10,67.8,73.5,52.8,27.1,31.6,40.5,25.8,28.9,32.3,41,42.6,107.5
146.2055601,-32.0158773,8,44.9,125.9,48.2,40.9,31.5,54.1,29.7,20.2,29.2,37.5,57.5,281.1
146.2063315,-35.8621811,11,39.9,60.5,43.6,33.3,28.8,29.2,20,29.6,28.4,34.5,47.8,71.8
146.2082599,-35.8867162,11,38.8,61,41.6,33.2,28.3,29.4,19.9,29.4,28.9,34.6,48.9,71.5
146.2082599,-33.7772688,10,48.4,75.4,51.1,27,25.9,34.8,35.8,24.2,31.2,38.4,44.2,137.8
146.209417,-35.3383854,11,55.9,67.7,60.4,28.8,31.5,32.2,21.3,32.3,29.2,41.9,42.8,76.9
146.209417,-31.7003446,8,50.2,108.2,36.1,48.4,36.4,58.6,31.8,22.1,30.7,28.5,64,328.5
146.210574,-32.0980413,8,43.6,126.6,53.3,38.1,30,53.1,28.5,19.6,26.7,39.4,56.4,251.3
146.2182878,-31.2290425,8,88.9,77.5,32.9,63.4,48.5,59.3,32.9,23.5,24.1,22.9,72.2,253.2
146.2182878,-34.1835243,10,56,95.3,54.8,37.9,37.7,42.5,30.6,29,36.3,43.9,52.1,103.5
146.2202162,-31.6250275,8,51.5,101,33.6,47.2,35.4,57.1,30.5,21.3,28.5,26.8,63.5,325.1
146.2263872,-35.0402555,11,85.4,77.2,56.4,26.6,30,38.8,25.2,31.6,30.9,42,46,116.9
146.2325581,-31.0801202,8,98.8,83.5,32.6,73.4,57.8,55.3,33.9,22.5,24.4,21.1,71,222
146.2325581,-32.4906028,8,56.7,93.1,51.8,35.3,28.4,46.7,32,25.5,26.1,37.6,53.4,186.3
146.2360293,-35.7078383,11,39.1,60.2,43.4,30.3,29.4,28.8,19.8,28.6,25.4,34.2,42.6,63.7
146.2387291,-29.2716556,8,163.9,87,70.8,114.5,75.8,29.1,24.8,20,18.5,34,80.6,87.5
146.2395005,-34.8120221,10,68.5,74.3,52.8,26.9,31.8,42.3,25.9,28.7,33.3,42.1,43,111.2
146.2518424,-35.6741739,11,39.4,60.5,43.8,29.9,29.7,29,19.8,28.7,25.3,34.6,42,62.9
146.2533852,-30.8330575,8,98.8,108.7,32.6,87.1,68.2,55.5,39.7,20.1,28,23,63,172.8
146.2537709,-36.0071094,11,38,64.6,37.6,32.3,27.8,30,19.5,29,29,35,49.4,68.1
146.2541566,-34.6628145,10,65.9,91.5,54.9,28.5,34.4,45,25.8,28.9,34.2,46.6,49,113.2
146.256085,-32.299172,8,52.4,119.1,59.8,36.5,29.5,52.5,28.8,22.6,24.6,40.9,56.9,199.3
146.2591705,-31.9108899,8,47.6,117.4,41.7,43.3,32.6,52.4,29.2,20.9,29.6,33.5,57,295.4
146.2649558,-33.6528816,10,54.1,87.7,50.4,31.8,26.8,41.8,46.9,27.8,37.6,39.1,52.4,220.4
146.2661128,-33.0654658,8,61.9,58,30.3,29.9,20.1,39.4,42.9,25.7,36.3,36.4,51.9,224.3
146.2668842,-31.8846431,8,47.6,117.4,41.7,43.3,32.6,52.4,29.2,20.9,29.6,33.5,57,295.4
146.2761407,-32.7291067,8,58.5,66.4,35.9,30.9,21.8,41.9,36.1,25.6,30,34.9,47.4,168.2
146.2784548,-34.723011,10,68.8,80.1,55.4,27.5,33.9,45.3,26.2,29,35.7,46.5,46.9,115.1
146.2838544,-31.0978083,8,97.8,82.1,31.8,72.5,57.4,54.6,34.8,22,24,20.9,67.5,223.3
146.2853971,-35.1743426,11,93.4,84.7,57.1,26.1,29.5,38.8,25.1,33.9,29.5,41.9,48.9,113.7
146.2853971,-29.7786191,8,124.1,106.1,90.5,123.7,79,46,30.2,15.5,23.1,28.9,85.4,119
146.2880969,-35.1871808,11,86.1,82.2,57.4,26,30.1,38.2,24.8,34.6,29.6,41.8,48.9,104.4
146.2880969,-34.8816333,10,75.8,71.5,53,26.2,30.6,41.4,25.9,29.2,32.7,41.3,43.1,117.8
146.2919538,-34.3053439,10,58.8,98.6,56.3,37.5,38.6,41.8,28.6,29.6,36.7,44.4,54,92.5
146.296582,-34.1963624,10,58.2,90.3,58.3,37.3,38.6,42.5,30.5,29.3,37.5,44.9,53,95.3
146.2977391,-31.4569907,8,78.4,84.3,33.6,57.6,44.5,59.6,33.3,23.4,26.4,25,70.6,311.8
146.2981248,-30.0764637,8,102.2,147.2,76.3,119.4,75.6,51.2,36.2,17,24.8,27.8,82.3,136.3
146.2992818,-35.1264136,11,93.4,84.7,57.1,26.1,29.5,38.8,25.1,33.9,29.5,41.9,48.9,113.7
146.2992818,-31.7468471,8,53.5,109.7,37.3,49.1,36.9,55.1,31,22.2,30.7,30.2,60.9,322.8
146.2992818,-30.5340717,8,92.2,148.5,37.9,96.4,75.4,53.9,40.7,18.5,27.2,25.5,67.3,151.8
146.3019816,-35.2924534,11,66.9,74.2,56.5,26.3,30.7,35.8,23,33.3,28.9,40.2,45.6,83.2
146.3023673,-35.446511,11,51.5,69.9,52.9,28.7,31,32.6,21.1,31.8,27,38.1,42.6,67.9
146.3050671,-34.8776392,10,75.8,71.5,53,26.2,30.6,41.4,25.9,29.2,32.7,41.3,43.1,117.8
146.3077669,-33.3285048,9,55.6,75.6,35.1,30.2,19,37.4,47.5,24,34.6,34,51.3,321.8
146.3135522,-31.7151797,8,56.4,107.4,36.5,51,38.5,57,32,22.6,31,29.8,63.3,331.6
146.3150949,-35.0767729,11,96.3,84.4,57.3,26.7,29.9,40.2,25.9,33.3,30.4,42.5,48.8,121
146.3150949,-34.5467007,10,67.3,109.6,56,30.2,35.9,42.9,25.3,29.2,34.3,48.1,56.2,109.3
146.3158663,-31.9331427,8,48.5,123.6,43.8,42.1,31.8,49.5,28.2,20.5,29.4,37.4,56,297.2
146.3166377,-32.2817692,8,54.8,123.9,58.1,38.1,29.3,49.9,28.6,23.1,24.8,41,54.8,192.7
146.3174091,-31.7057651,8,56.4,107.4,36.5,51,38.5,57,32,22.6,31,29.8,63.3,331.6
146.3181804,-33.5407619,9,52,80.3,42.9,29.4,21.8,37.5,45.5,24.5,34.1,35.4,48.9,256.5
146.3243514,-30.7314936,8,102.7,126.5,33.1,95.2,73.1,57.2,42.1,19.6,28.2,24.7,67.1,173.2
146.3247371,-35.1774809,11,86.1,82.2,57.4,26,30.1,38.2,24.8,34.6,29.6,41.8,48.9,104.4
146.3285939,-35.2174217,11,85.6,81.8,55.9,25.5,29.9,39.2,25.2,34,29.5,40.5,49.3,100.4
146.3312938,-35.7791612,11,37.6,61.6,38.7,27.9,29.2,29.9,20,27.5,24,33.7,43.2,60.1
146.3332222,-34.6722291,10,70.4,85.1,56.5,27.9,34.7,45,25.9,29.1,36.7,47.7,50.4,114.2
146.3355363,-29.8482303,8,120.5,112.2,90.8,123,78,50.9,32.6,15.3,23.5,28.7,85,126.4
146.335922,-35.1626457,11,93.3,83.8,55.9,25.5,29.4,39.8,25.6,33.4,29.5,40.9,49.4,110.5
146.337079,-35.2468068,11,76.6,79,55.5,25.6,30.4,38.2,24.5,33.8,29.3,40.1,48.2,90.5
146.3378504,-30.9759887,8,100.1,94.6,29.5,79.9,62.7,51.8,36.1,20.7,24.2,20.4,65.4,215.3
146.3397788,-33.2546142,9,57.5,70.6,31.4,29.9,18.1,37.3,46.5,23.4,35,34.7,51,301
146.3459498,-34.3626875,10,59.9,98.2,55.9,34.7,37.6,40.7,27.5,29.5,36.1,45,54.1,84.9
146.3467212,-31.1189199,8,98.2,81.8,31,71.6,57.7,53.4,34.9,21.4,23.4,20.3,65.1,226.1
146.3532778,-33.0711716,8,61.5,61.7,28.6,29.2,18.4,39.3,43.6,24.6,36.5,36.4,51,225.6
146.356749,-33.0971332,8,62.3,65.2,29.4,30.8,18.9,40.1,45.7,25,37.7,37.1,52.6,251.5
146.3571347,-32.951349,8,61.7,62.3,30.6,29.8,19.4,41.4,43.2,26.1,36.9,37.2,51.7,190.8
146.36292,-32.2244256,8,56.1,141,58.2,43.6,31.9,48.7,29.7,23.7,28.7,45.7,54.9,206.4
146.3652341,-30.6113858,8,94.6,147.4,35.1,96.3,75.1,55.9,41.6,18.8,27.2,25.7,69,166.2
146.3667769,-32.5245525,8,61.2,103.3,49.9,38.1,29.2,46.4,32.5,26.1,26.9,36.8,52.4,179.6
146.3687053,-33.7127928,10,49.3,70.5,46,26.6,22.7,33.6,38.1,22.6,31.2,36.3,42.8,165.5
146.3698623,-33.4993946,9,50.6,73.9,38.4,27.1,19.1,34.3,43.5,22.1,31.5,33.8,45.8,257.8
146.3698623,-34.3495641,10,59.9,98.2,55.9,34.7,37.6,40.7,27.5,29.5,36.1,45,54.1,84.9
146.3717908,-35.4844548,11,49.5,70.1,48.7,28.6,31.2,32.8,21.3,31.3,26.1,37.3,43,64.7
146.3729478,-35.904119,11,37.2,62.5,37.1,28.5,29.1,30.7,19.9,28.1,25.7,34.1,45.7,62
146.3748763,-35.9406364,11,38.2,64.5,37.3,29.8,29.6,31.6,20.2,29.1,27.5,35.2,47.8,65.1
146.376419,-35.297874,11,69.6,77.8,53.2,25.8,30.7,38.1,24.1,33.1,28.6,39.3,47.5,80.5
146.3810472,-35.6042774,11,42.6,64.9,41.4,27.6,30.3,31.8,21.1,28.7,24.2,35.3,41.1,59.5
146.383747,-34.6197354,10,70,87.9,56.5,28.6,35.1,43.3,25.8,29.4,37.3,46.7,52.7,102.8
146.3841327,-33.9142088,10,57.8,76.4,59,29.8,30.4,37,36.2,25.7,34.7,42.9,47.6,120.1
146.3864468,-30.6647354,8,95,142.5,31.1,91.9,72.4,55.6,40.9,18.4,26.1,24.7,66.3,177.7
146.3872182,-30.2904325,8,95.9,178.1,57.8,107.6,75.5,55.2,39.2,19.2,26,28.1,77.9,148.3
146.3922321,-35.6353742,11,40,62.4,40,27,29.4,30.9,20.7,27.7,23.7,34.7,40.3,58.2
146.3933892,-35.3181297,10,69.6,77.8,53.2,25.8,30.7,38.1,24.1,33.1,28.6,39.3,47.5,80.5
146.3941606,-34.9147271,10,80.6,70.7,52.7,26.2,30.5,42.8,26.6,29.2,33.4,42.2,44.1,129.5
146.3941606,-35.1147167,11,90.2,79.7,55,25.7,30.3,42,26.9,32.8,31.1,41.2,49.9,114
146.3953176,-34.1838096,10,60.8,85.7,60.1,35.2,38.3,40.9,29.8,29.1,37.6,46.1,52.5,84.6
146.3968604,-32.7758946,8,62.5,70.6,32.4,32,20.2,43,38.7,25.7,32.8,35.7,47.8,176.3
146.397246,-35.1175696,11,90.2,79.7,55,25.7,30.3,42,26.9,32.8,31.1,41.2,49.9,114
146.3980174,-29.8633507,8,125.6,118.1,100.9,128.2,80.6,55.4,34.7,15.9,25.1,30.2,90.8,136.4
146.3984031,-35.0365467,11,87.4,75.7,53.5,25.5,29.9,41.4,26.4,31.2,31.3,40.9,47.5,119.1
146.3984031,-29.1815034,8,172,89.5,64.6,113.4,74.2,30.8,26.3,21.5,17.7,37.4,80.6,102.2
146.4014886,-32.1000383,8,57,147.2,54.8,46.5,33.7,46.1,29.2,23.5,31.3,48.3,55,242.8
146.40226,-33.1744472,8,60.7,68,28.7,30.4,17.8,39,46.1,23.7,36.7,36.4,51.2,268.6
146.4026457,-31.6552685,9,64.5,101.9,33.4,53.1,40.3,54.4,31,22,28.8,27.9,62.1,333.2
146.4030313,-33.2954109,9,56.5,76.2,32.8,30.3,17.9,37.9,48.1,23.2,34.9,35.6,50.9,299.3
146.403417,-30.1614807,8,102.5,159.9,73.4,115.2,73.6,55.6,38.8,17.9,25.4,28,83.6,141.1
146.4122878,-31.6253128,9,64.5,101.9,33.4,53.1,40.3,54.4,31,22,28.8,27.9,62.1,333.2
146.416916,-33.413807,9,52.4,74.5,34.7,27.8,17.7,35.1,45.6,21.8,32.1,34.3,47.2,280.9
146.4173017,-34.5427066,10,67.2,93.1,55.2,29,34.9,41.4,25.2,29.1,36,46.2,53.6,93.7
146.423087,-29.0633926,8,190.5,113.2,67.9,127.5,76.9,32.6,29,24.4,18.4,43.5,86.5,120.1
146.4385144,-30.5748685,8,91.1,156.4,33.8,91.5,71.6,53.9,40,18.7,25.3,25.7,65.3,167.8
146.4408286,-32.8178325,8,64.8,74.6,31.1,33.3,19.8,44,39.1,25.7,33.6,35.9,47.3,180.9
146.442757,-34.2788117,10,61.2,88.7,56.7,33.3,36.8,39.1,27.4,29.1,36.7,46.4,51.5,71.2
146.450085,-30.1788835,8,101.1,168.2,68.5,112.2,72.8,57.3,40.4,18.9,25.8,28.4,82.6,146
146.4581844,-30.7126644,8,96.4,138.6,27.5,89,70.2,55.6,40.6,18.1,25.2,24.1,65,190.8
146.4589558,-30.8718572,8,100.5,114.6,25.7,82.4,66.8,52.2,38.5,18,24.1,21.4,61.2,208.7
146.4589558,-31.2239073,8,100.6,77.8,31.4,67.4,56.7,55.5,34.8,21.4,22.7,19,66.3,254.4
146.4597272,-34.13531,10,64.7,83.9,64,35.2,39.4,41.5,31.6,29.7,38.7,48.3,53.5,86.9
146.4608842,-35.2262658,10,75.3,80.4,53.3,25.7,31,40.5,25.6,33.2,29.8,39.7,50.6,85.7
146.462427,-31.5131931,9,82.9,92.8,32.4,61.1,48,58,33.8,23.2,27.8,24.7,68.4,327.9
146.4631983,-30.6313562,8,92.9,143.7,28.7,88.3,70.1,54.3,39.9,17.9,24.8,24.1,64,182.3
146.4670552,-32.0954737,9,61.2,152.8,54.7,48.4,34.3,43.6,28.8,24.2,32.1,51,54.2,238.4
146.4720691,-30.6111005,8,90.5,148.9,30.5,88.6,70,53,39.4,18,24.7,24.5,63.2,172.5
146.4732262,-35.1829014,10,78.8,78.9,52.6,25,29.8,40,25.3,32,29.8,38.4,50.8,91.9
146.4739976,-32.4369679,8,65.5,121.4,49.6,40.7,27.3,46.1,31.1,25.5,25.7,38,49.5,175.1
146.4739976,-31.5537046,9,77.3,96.5,32.2,59.1,45.9,56.7,32.9,22.8,28.3,25.8,66.4,333.2
146.4755403,-32.0138802,9,64.5,148.2,49,55.3,39,48.5,30.8,25.8,37.4,52.4,57.9,286.6
146.4766974,-30.2573387,8,99.8,174.6,62.3,108.9,72.1,58.1,41.4,19.9,25.9,28.7,80,152.2
146.4813256,-32.6121371,8,67.7,96.7,37.5,37.9,22.1,43.6,33.9,25.7,29,35,44.9,164.9
146.4813256,-33.833186,10,61.7,75.5,58.8,30.1,29.4,36.6,38.4,25.4,35.1,43,47,128.5
146.4828683,-30.9092304,8,98.7,110.6,23.8,78.3,64.9,50.2,37,17.5,22.8,19.9,59.6,218.8
146.4855681,-29.0514103,8,187.5,109.5,65.2,126,74.6,33.3,30.4,24.1,17.8,44.5,81.3,127.9
146.4863395,-29.6145763,8,146.9,89.6,85.3,125.2,82.8,45.8,30.4,16.8,21.7,32.9,90.7,130.4
146.4878822,-29.8322539,8,134.9,128.9,118.4,137.8,85.8,64.6,40.5,17.4,28.5,32.6,102.5,160.2
146.4901964,-32.5179908,8,67.7,113.2,44.1,39.6,24.5,44.2,31.6,25.6,26.5,36.5,46.3,165.5
146.5025383,-31.5337342,9,78.2,96.3,30,58.5,45.8,54.1,31.3,21.8,26.8,24.2,63.9,329.6
146.5040811,-31.9094634,9,62.1,128.2,40.7,51.1,37.1,48.4,28.5,22.8,32.9,40.7,56.7,314.5
146.5040811,-29.822554,8,136.8,118.5,110.2,135.4,84.9,60.1,37.9,16.7,26.9,31.8,98.6,154.6
146.5067809,-30.8943953,8,98.7,110.6,23.8,78.3,64.9,50.2,37,17.5,22.8,19.9,59.6,218.8
146.5075522,-32.1414057,9,70.8,169,59.8,52.8,36.1,41.6,29.6,26.2,33.8,57.4,54.6,209.3
146.5087093,-30.5423452,8,89.2,157,31.6,88.3,68.7,52.5,38.9,18.5,24.1,25.1,63.2,171.2
146.5106377,-34.8793509,10,84.3,69.6,52.5,26.7,30.7,43.3,27.2,28.9,33.4,43.3,45,142.9
146.5152659,-30.0225436,8,118.4,148.7,101.9,126.9,77.4,65.1,43,17.9,27.4,30.3,96.1,153.8
146.5156516,-35.9437746,11,38.4,63.7,35.1,26.5,30.4,33.6,21.1,28.3,25.3,35,47.1,58.9
146.5171944,-34.7529667,10,71.5,71.2,54.3,28.3,31.7,43.9,26.9,28.2,36.1,46,44,112.9
146.5187371,-29.7172813,8,145.1,102.8,97,132.8,84.9,52.9,33.9,16.6,24.4,31.9,94.6,145.8
146.5187371,-29.0608249,8,187.5,109.5,65.2,126,74.6,33.3,30.4,24.1,17.8,44.5,81.3,127.9
146.5210512,-32.9282404,8,65.1,69.8,24.9,32.1,17.7,43.1,42.8,24.4,36.9,36.8,48.3,209.8
146.5214369,-33.2586083,9,57.5,69.9,28.6,28.4,16.1,36.3,46,21.2,33.8,35.2,47.2,268.3
146.5218226,-30.8789895,8,98.7,110.6,23.8,78.3,64.9,50.2,37,17.5,22.8,19.9,59.6,218.8
146.5241367,-35.5346662,11,50.2,72.1,43.3,27.5,31.7,34.7,22.2,30.3,24.6,37,42.1,59.6
146.5283793,-30.3203882,8,97.4,177.4,55.1,104.4,70.3,57.6,41.5,20.9,25.6,28.7,75.5,158.4
146.5306934,-32.9119788,8,67.8,74.5,24.3,33.3,17.7,44.4,41.5,24.2,36.4,36.2,46.8,205
146.5310791,-34.903886,10,80.6,69.1,52.4,27.1,30.8,43.1,27.4,28.6,33.1,43.9,45.4,135.9
146.5318504,-34.942971,10,82,69.8,52.1,26.6,30.7,43,27.4,29.2,32.5,43.2,46.7,132.2
146.5322361,-30.1845893,8,106.7,173.9,70.3,117.5,73.4,63.4,45.2,21.3,27.9,30.7,83.8,159.7
146.5322361,-35.927513,11,40.7,64.3,36.5,27.4,33,35.1,22.5,29.6,25.9,36.3,49.5,61
146.5322361,-33.1268035,9,64.1,72,25.3,31.8,16.9,40.9,48.1,23.1,38.3,37.7,49.8,257.4
146.5353216,-30.9525948,8,99.2,108,23.7,76.5,64.7,51.2,36.5,17.8,22.3,19.3,59.8,228.6
146.5357073,-31.9459808,9,67,140.1,43.7,54.6,38.6,48.2,29,24.4,35.4,46.9,57.2,299.5
146.5376357,-29.1660976,8,180.8,93.9,60.1,114.8,73.7,33,29.8,22.5,17.1,41.2,77.8,127.9
146.5395642,-34.4702425,10,61.6,85.5,52.2,30.3,33.8,38.5,26.1,29,35.8,48.8,47.7,54.6
146.5395642,-35.6336624,11,44.5,66.1,39.4,26.6,31,33.5,22.3,28.7,23.4,35.7,40.6,55
146.5499777,-34.9047419,10,80.6,69.1,52.4,27.1,30.8,43.1,27.4,28.6,33.1,43.9,45.4,135.9
146.5526775,-33.2454849,9,58.4,67.8,27.6,27.8,15.7,35.9,45.7,20.6,33.8,35.2,45.9,255.9
146.5534489,-30.802246,8,96.4,127.5,21.7,82.8,65.9,53.4,39.1,16.8,23.7,22,61.2,219.3
146.55692,-31.2615658,8,100.5,84.2,29,65.1,57.1,55.8,34.2,20.6,22.5,16.9,65,262.9
146.5611626,-30.0801725,8,108.7,156.8,76.8,116.8,70.6,61.2,43.4,18.4,26,28.2,85.3,152.1
146.5646338,-33.9298999,10,72.1,79.5,69.1,33,35.9,39.5,37.4,28.2,38,47.9,51.5,110.8
146.5657908,-34.6191648,10,65.7,78.8,53.9,29.7,33.1,41.6,26.6,29.1,36.9,48.8,46.3,75.9
146.5669479,-31.8341464,9,65.8,126.2,37,52.5,38.3,49.5,27.9,22.2,32.1,38.3,58,344.4
146.5673336,-35.0941757,11,78.6,75.7,52.5,25.9,31,43.3,27.3,31.2,31.3,41.6,51.6,101.4
146.5677192,-32.0098861,9,67.8,147.9,46.6,55.1,38.2,46,29,25.3,36,51.2,56.3,277.7
146.5711904,-35.6895796,11,44.1,66.2,39.7,26.3,31.3,33.4,22.1,28.6,22.9,35.5,42.3,55.2
146.5731188,-30.7123791,8,91.8,141.3,23.8,85.5,66.5,53.7,39.6,17.4,24,23.7,61.3,202.8
146.5808326,-33.3022579,9,59.9,72.1,30.7,30,16.6,37.9,48.9,21.3,36.1,37.2,47.2,245
146.5812182,-32.6800366,8,71.5,91.8,30.4,35.9,18.2,42.6,34.5,24.2,30.5,33.4,42.3,173.1
146.5823753,-34.7937634,10,68.8,69.2,53.6,29.1,31.6,43.3,27.9,28.2,34.7,47.1,44.3,108.5
146.583918,-32.123147,9,78.9,170.5,54.5,57.1,37.6,42.4,29.2,27.3,34.8,57.3,55.1,214.6
146.5850751,-35.8941338,11,43.5,64.3,38.6,26.9,34.2,36,23.4,29.8,24.9,36.3,50,60.9
146.5897033,-31.2587129,9,101.1,88.7,28,65.5,58.6,56.2,34.2,20.2,22.5,15.9,64.3,261.4
146.5897033,-31.2250484,8,101.1,88.7,28,65.5,58.6,56.2,34.2,20.2,22.5,15.9,64.3,261.4
146.5912461,-33.5518883,9,57.3,68.6,41.5,30,20.9,37.5,47,22.4,37.4,40.8,44.5,180.6
146.5912461,-33.7784099,10,65.9,73.4,56.2,30.2,27.5,35.1,40.7,24.5,35.2,42.3,44.4,134.4
146.5916318,-33.7826893,10,65.9,73.4,56.2,30.2,27.5,35.1,40.7,24.5,35.2,42.3,44.4,134.4
146.5924031,-31.9448396,9,72.2,144.4,43.8,57.8,40,49.7,29.4,25.3,36.3,47.7,58.7,297.5
146.5924031,-33.4936887,9,55.2,64.1,37.4,27.5,18.4,34.5,44.7,20.5,34.6,38.1,42.2,189.6
146.5954886,-34.512751,10,62.3,83.7,52.1,30.9,33.9,39.9,27.2,29.8,36.8,51.7,46.5,50.3
146.5993455,-33.7832599,10,65.9,73.4,56.2,30.2,27.5,35.1,40.7,24.5,35.2,42.3,44.4,134.4
146.5997312,-33.6351935,10,55.9,62.7,43.6,27.6,21.3,33.1,41.1,21.2,34,38.5,40.3,147.3
146.6078306,-33.775557,10,65.9,73.4,56.2,30.2,27.5,35.1,40.7,24.5,35.2,42.3,44.4,134.4
146.6089876,-32.0797826,9,78.9,170.5,54.5,57.1,37.6,42.4,29.2,27.3,34.8,57.3,55.1,214.6
146.6105304,-31.3825295,9,94.7,92.4,28.1,64.6,54,55.8,33,21.2,24.6,18.5,65.3,295.7
146.6140016,-33.7561572,10,63,71.2,51.4,29.3,25.1,34.1,41.4,23.2,34.4,40.9,42.9,143
146.6155443,-34.7153082,10,68.5,75.5,56.4,32.1,34.5,45.5,29.6,30.4,38.6,51.6,46.4,92.2
146.6163157,-35.121849,10,74.4,75.5,52.5,26.6,31.4,43.8,27.6,31,31.4,42.5,52.7,95.6
146.6194012,-30.9306273,8,99.1,111.5,22.4,76.5,64.6,52.7,36.5,17.6,22,19.1,59.8,233.8
146.6201725,-32.7097069,9,71.5,91.8,30.4,35.9,18.2,42.6,34.5,24.2,30.5,33.4,42.3,173.1
146.6240294,-32.7553536,8,70.1,85.5,27.9,34,17.4,42.3,35.2,23.4,31.1,33.2,42.2,178.8
146.6321288,-33.0286631,8,69.8,71.1,17.5,32.5,16.3,42.3,45.2,22.2,38.9,36.6,47.5,231.2
146.6371427,-33.4857006,9,57.7,61.7,37.8,27.7,18.6,34.5,45.2,20.3,35.8,38.5,41.7,181.7
146.6379141,-32.4415326,9,79.6,132.5,44,44.5,23.2,42.4,30.5,27.3,27.1,37.5,43.7,149.1
146.6379141,-32.4694912,9,79.6,132.5,44,44.5,23.2,42.4,30.5,27.3,27.1,37.5,43.7,149.1
146.6379141,-34.3213202,10,70.9,97.2,62,39.7,44.2,45,32.8,36,43.1,56.1,55.3,61.9
146.6394568,-31.6934976,9,79.4,121.8,30.2,65.7,46.1,55.1,30.2,23.4,30.9,30.1,61,326
146.6467849,-34.5552595,10,62.5,80,51.5,31.1,33.2,40,27.5,29.3,36.5,51.6,44.8,54.8
146.6494847,-34.2137652,10,83.9,100.7,70.7,42.9,49.5,48.1,37.3,37.3,45.8,57.4,59.5,77.1
146.6548843,-32.7037158,9,74.9,96.1,29.7,36.8,17.5,42.8,34.3,24,31.1,33.2,41.9,173.5
146.6560413,-30.8453251,8,97.1,128,18.6,80.4,64.3,54.2,37.8,16.5,22.2,20.9,60.8,238.1
146.6591268,-34.2733912,10,72.8,93.9,63.1,38.8,43.3,42.6,31.5,34.1,41.6,54,53.7,63.9
146.6595125,-32.0678004,9,77.4,153.3,46.1,55.8,35.9,42.4,26.8,25.4,32.3,48.9,53.1,231.5
146.6622123,-31.0262001,8,98.9,103.6,24.2,72.3,63.2,53.9,34.9,18.2,21.1,17.2,59.2,236.8
146.662598,-29.5503857,8,157.8,90,69.8,120.2,88.2,50,36.9,17.6,21.2,34.7,89.5,159.2
146.668769,-31.269554,9,100.9,92.5,27.2,65.7,59.8,56.5,34,19.7,22.3,14.9,63.3,257.6
146.669926,-33.2948404,9,62.1,67.6,30.4,29.3,16.2,37,48.7,20.6,36.6,37,46,234.4
146.6706974,-35.7178235,11,50.4,69.1,41.5,26.9,33.5,37.4,23.8,30.4,24.3,37.3,45,56.6
146.6710831,-35.8601841,11,48.2,65.6,40.9,27.3,35.4,38.4,24.4,30.8,25.2,36.6,51.2,61.6
146.6726258,-33.235785,9,66.1,73.1,29.9,32.8,17.2,40.8,51.7,22.5,40,38.7,49.4,245.7
146.6730115,-33.6945342,10,62.1,66.6,47.2,28.7,23.2,33.2,42,21.9,34.5,39.8,40.9,141.9
